origem,destino,valor
DIONISIO TORRES,ANTONIO BEZERRA,30.0
DIONISIO TORRES,ARACAPE,47.0
DIONISIO TORRES,BAIRRO DE FATIMA,15.0
DIONISIO TORRES,BAIRRO ELLERY,25.0
DIONISIO TORRES,BARRA DO CEARA,35.0
DIONISIO TORRES,BARROSO I,25.0
DIONISIO TORRES,BATALHAO 23 BC (13 DE MAIO ),15.0
DIONISIO TORRES,BELA VISTA,25.0
DIONISIO TORRES,BENFICA,20.0
DIONISIO TORRES,BOM JARDIM,40.0
DIONISIO TORRES,BONSUCESSO,30.0
DIONISIO TORRES,CAJAZEIRAS,18.0
DIONISIO TORRES,CARLITO PAMPLONA,25.0
DIONISIO TORRES,CASTELAO,20.0
DIONISIO TORRES,CENTRO,15.0
DIONISIO TORRES,CIDADE 2000,18.0
DIONISIO TORRES,CIDADE DOS FUNCIONARIOS,17.0
DIONISIO TORRES,CONJUNTO ESPERANCA,30.0
DIONISIO TORRES,CRISTO REDENTOR,25.0
DIONISIO TORRES,DAMAS,20.0
DIONISIO TORRES,DEMOCRITO ROCHA,25.0
DIONISIO TORRES,DIONISIO TORRES,10.0
DIONISIO TORRES,DRAGAO DO MAR,20.0
DIONISIO TORRES,EDSON QUEIROZ,22.0
DIONISIO TORRES,GENTILANDIA,15.0
DIONISIO TORRES,GRANJA PORTUGAL,35.0
DIONISIO TORRES,GUAJERU,30.0
DIONISIO TORRES,GUARARAPES,10.0
DIONISIO TORRES,HEMOCE,20.0
DIONISIO TORRES,HENRIQUE JORGE,25.0
DIONISIO TORRES,HOSPITAL HGF,15.0
DIONISIO TORRES,IPARANA,40.0
DIONISIO TORRES,ITAMARATY,25.0
DIONISIO TORRES,ITAPERI,25.0
DIONISIO TORRES,JACARECANGA,25.0
DIONISIO TORRES,JANGURUSSU,30.0
DIONISIO TORRES,JARDIM DAS OLIVEIRAS,17.0
DIONISIO TORRES,JEREISSATI I,45.0
DIONISIO TORRES,JOAO XXIII,30.0
DIONISIO TORRES,JOAQUIM TAVORA,8.0
DIONISIO TORRES,JOQUEI CLUB,30.0
DIONISIO TORRES,JOSE BONIFACIO,12.0
DIONISIO TORRES,JOSE WALTER,25.0
DIONISIO TORRES,LAGOA REDONDA,35.0
DIONISIO TORRES,LUCIANO CAVALCANTE,17.0
DIONISIO TORRES,MARACANAU (MARACANAU),45.0
DIONISIO TORRES,MARAPONGA,25.0
DIONISIO TORRES,MEIRELES,15.0
DIONISIO TORRES,MESSEJANA,25.0
DIONISIO TORRES,MONDUBIM,30.0
DIONISIO TORRES,MONTE CASTELO,17.0
DIONISIO TORRES,MONTESE,20.0
DIONISIO TORRES,MUCURIPE,15.0
DIONISIO TORRES,PACATUBA,70.0
DIONISIO TORRES,PAPICU,15.0
DIONISIO TORRES,PARANGABA,25.0
DIONISIO TORRES,PARQUE ARAXA,15.0
DIONISIO TORRES,PARQUE DOIS IRMAOS,25.0
DIONISIO TORRES,PARQUE IRACEMA,18.0
DIONISIO TORRES,PARQUELANDIA,20.0
DIONISIO TORRES,PARQUE MANIBURA,17.0
DIONISIO TORRES,PASSARE,20.0
DIONISIO TORRES,PORTO DAS DUNAS,40.0
DIONISIO TORRES,PRAIA DE IRACEMA,15.0
DIONISIO TORRES,PRAIA DO FUTURO,20.0
DIONISIO TORRES,PRESIDENTE KENNEDY,25.0
DIONISIO TORRES,RODOLFO TEOFILO,15.0
DIONISIO TORRES,RODOVIARIA (BORGE DE MELO),15.0
DIONISIO TORRES,SANTA MARIA MESSEJANA,25.0
DIONISIO TORRES,SAO CRISTOVAO,25.0
DIONISIO TORRES,SAO GERARDO,20.0
DIONISIO TORRES,SAO JOAO DO TAUAPE,8.0
DIONISIO TORRES,SAPIRANGA (COITE),25.0
DIONISIO TORRES,SERRINHA,25.0
DIONISIO TORRES,SHOPPING IGUATEMI,10.0
DIONISIO TORRES,SHOPPING PARANGABA,25.0
DIONISIO TORRES,SHOPPING RIO MAR (PAPICU),15.0
DIONISIO TORRES,SITIO SAO JOAO,25.0
DIONISIO TORRES,VARJOTA,12.0
DIONISIO TORRES,VILA MANOEL SATIRO,30.0
DIONISIO TORRES,VILA PERY,30.0
DIONISIO TORRES,VILA UNIAO,18.0
DIONISIO TORRES,VILA VELHA,30.0
DOM LUSTOSA,ALTO ALEGRE (MESSEJANA),35.0
DOM LUSTOSA,CIDADE DOS FUNCIONARIOS,30.0
DOM LUSTOSA,CONJUNTO ESPERANCA,35.0
DOM LUSTOSA,JARDIM DAS OLIVEIRAS,30.0
DOM LUSTOSA,JEREISSATI I,45.0
DOM LUSTOSA,JOSE WALTER,25.0
DOM LUSTOSA,MESSEJANA,35.0
DOM LUSTOSA,MONTESE,15.0
DOM LUSTOSA,PARQUELANDIA,15.0
DOM LUSTOSA,PARQUE MANIBURA,30.0
DOM LUSTOSA,SAO JOAO DO TAUAPE,25.0
DRAGAO DO MAR,AEROLANDIA,20.0
DRAGAO DO MAR,AEROPORTO,30.0
DRAGAO DO MAR,ALDEOTA,15.0
DRAGAO DO MAR,ALTO ALEGRE (MESSEJANA),30.0
DRAGAO DO MAR,ALVARO WEYNE,20.0
DRAGAO DO MAR,ANTONIO BEZERRA,30.0
DRAGAO DO MAR,AQUIRAZ,60.0
DRAGAO DO MAR,ARACAPE,40.0
DRAGAO DO MAR,BAIRRO DE FATIMA,15.0
DRAGAO DO MAR,BARRA DO CEARA,20.0
DRAGAO DO MAR,BEIRA MAR,10.0
DRAGAO DO MAR,BELA VISTA,25.0
DRAGAO DO MAR,BENFICA,15.0
DRAGAO DO MAR,BOM JARDIM,40.0
DRAGAO DO MAR,BONSUCESSO,30.0
DRAGAO DO MAR,CAJAZEIRAS,25.0
DRAGAO DO MAR,CAMBEBA,25.0
DRAGAO DO MAR,CASTELAO,30.0
DRAGAO DO MAR,CENTRO,10.0
DRAGAO DO MAR,CIDADE DOS FUNCIONARIOS,25.0
DRAGAO DO MAR,CONJUNTO CEARA ,35.0
DRAGAO DO MAR,CONJUNTO ESPERANCA,35.0
